Year,Month,Day,ProtectionUnit,TotalFires,Acres,reportdate
2004,6,22,FAS,38.0,13357.6,2004-06-22
2004,6,22,HNS,3.0,1.2,2004-06-22
2004,6,22,KKS,30.0,11.0,2004-06-22
2004,6,22,MSS,63.0,55.9,2004-06-22
2004,6,22,TAS,10.0,22291.3,2004-06-22
2004,6,22,CGF,5.0,0.5,2004-06-22
2004,6,22,SWS,4.0,155.0,2004-06-22
2004,6,23,GAD,55.0,14691.9,2004-06-23
2004,6,23,MID,7.0,4002.5,2004-06-23
2004,6,23,TAD,23.0,5208.6,2004-06-23
2004,6,23,UYD,39.0,177366.4,2004-06-23
2004,6,23,CRS,6.0,77.5,2004-06-23
2004,6,23,DAS,9.0,28.8,2004-06-23
2004,6,23,FAS,38.0,17521.6,2004-06-23
2004,6,23,HNS,3.0,1.2,2004-06-23
2004,6,23,KKS,31.0,11.8,2004-06-23
2004,6,23,MSS,63.0,56.5,2004-06-23
2004,6,23,TAS,11.0,61180.3,2004-06-23
2004,6,23,CGF,5.0,0.5,2004-06-23
2004,6,23,SWS,4.0,155.0,2004-06-23
2004,6,24,GAD,55.0,14725.3,2004-06-24
2004,6,24,MID,7.0,4602.7,2004-06-24
2004,6,24,TAD,23.0,5208.6,2004-06-24
2004,6,24,UYD,39.0,227490.0,2004-06-24
2004,6,24,CRS,6.0,77.5,2004-06-24
2004,6,24,DAS,9.0,28.8,2004-06-24
2004,6,24,FAS,39.0,20400.6,2004-06-24
2004,6,24,HNS,3.0,1.2,2004-06-24
2004,6,24,KKS,31.0,11.1,2004-06-24
2004,6,24,MSS,66.0,56.7,2004-06-24
2004,6,24,TAS,11.0,77896.3,2004-06-24
2004,6,24,CGF,5.0,0.5,2004-06-24
2004,6,24,SWS,4.0,155.0,2004-06-24
2004,6,25,GAD,56.0,14727.1,2004-06-25
2004,6,25,MID,7.0,4602.7,2004-06-25
2004,6,25,TAD,23.0,5208.6,2004-06-25
2004,6,25,UYD,39.0,246212.0,2004-06-25
2004,6,25,CRS,7.0,137.5,2004-06-25
2004,6,25,DAS,9.0,28.8,2004-06-25
2004,6,25,FAS,42.0,32957.9,2004-06-25
2004,6,25,HNS,3.0,1.2,2004-06-25
2004,6,25,KKS,31.0,11.1,2004-06-25
2004,6,25,MSS,67.0,57.2,2004-06-25
2004,6,25,TAS,12.0,74896.6,2004-06-25
2004,6,25,CGF,6.0,0.6,2004-06-25
2004,6,25,SWS,4.0,155.0,2004-06-25
2004,6,26,GAD,56.0,14727.1,2004-06-26
2004,6,26,MID,7.0,6246.7,2004-06-26
2004,6,26,TAD,23.0,4290.6,2004-06-26
2004,6,26,UYD,39.0,285903.0,2004-06-26
2004,6,26,CRS,7.0,137.7,2004-06-26
2004,6,26,DAS,9.0,28.8,2004-06-26
2004,6,26,FAS,43.0,44087.0,2004-06-26
2004,6,26,HNS,3.0,1.2,2004-06-26
2004,6,26,KKS,31.0,11.1,2004-06-26
2004,6,26,MSS,72.0,114.0,2004-06-26
2004,6,26,TAS,12.0,74310.6,2004-06-26
2004,6,26,CGF,6.0,0.6,2004-06-26
2004,6,26,SWS,4.0,155.0,2004-06-26
2004,6,27,GAD,56.0,14727.1,2004-06-27
2004,6,27,MID,7.0,6246.7,2004-06-27
2004,6,27,TAD,24.0,4449.6,2004-06-27
2004,6,27,UYD,43.0,384308.0,2004-06-27
2004,6,27,CRS,7.0,137.7,2004-06-27
2004,6,27,DAS,9.0,28.8,2004-06-27
2004,6,27,FAS,43.0,64429.0,2004-06-27
2004,6,27,HNS,4.0,1.3,2004-06-27
2004,6,27,KKS,31.0,11.1,2004-06-27
2004,6,27,MSS,72.0,114.0,2004-06-27
2004,6,27,TAS,12.0,151085.6,2004-06-27
2004,6,27,CGF,6.0,0.6,2004-06-27
2004,6,27,SWS,4.0,155.0,2004-06-27
2004,6,28,GAD,56.0,14727.1,2004-06-28
2004,6,28,MID,7.0,6246.7,2004-06-28
2004,6,28,TAD,24.0,4449.1,2004-06-28
2004,6,28,UYD,43.0,494056.0,2004-06-28
2004,6,28,CRS,8.0,116.1,2004-06-28
2004,6,28,DAS,10.0,18028.8,2004-06-28
2004,6,28,FAS,43.0,64429.0,2004-06-28
2004,6,28,HNS,4.0,1.3,2004-06-28
2004,6,28,KKS,31.0,11.1,2004-06-28
2004,6,28,MSS,72.0,119.0,2004-06-28
2004,6,28,TAS,12.0,220160.0,2004-06-28
2004,6,28,CGF,6.0,0.6,2004-06-28
2004,6,28,SWS,4.0,155.0,2004-06-28
2004,6,29,GAD,57.0,14877.1,2004-06-29
2004,6,29,MID,7.0,6246.7,2004-06-29
2004,6,29,TAD,24.0,4449.1,2004-06-29
2004,6,29,UYD,43.0,504916.0,2004-06-29
2004,6,29,CRS,8.0,116.1,2004-06-29
2004,6,29,DAS,10.0,21028.8,2004-06-29
2004,6,29,FAS,44.0,66712.2,2004-06-29
2004,6,29,HNS,4.0,1.3,2004-06-29
2004,6,29,KKS,31.0,11.1,2004-06-29
2004,6,29,MSS,72.0,119.0,2004-06-29
2004,6,29,TAS,12.0,220179.6,2004-06-29
2004,6,29,CGF,9.0,0.9,2004-06-29
2004,6,29,SWS,6.0,159.0,2004-06-29
2004,6,30,GAD,57.0,14877.1,2004-06-30
2004,6,30,MID,7.0,6246.7,2004-06-30
2004,6,30,TAD,24.0,6506.1,2004-06-30
2004,6,30,UYD,45.0,552507.0,2004-06-30
2004,6,30,CRS,8.0,116.1,2004-06-30
2004,6,30,DAS,10.0,28716.8,2004-06-30
2004,6,30,FAS,44.0,117651.2,2004-06-30
2004,6,30,HNS,4.0,1.3,2004-06-30
2004,6,30,KKS,31.0,11.1,2004-06-30
2004,6,30,MSS,72.0,119.0,2004-06-30
2004,6,30,TAS,13.0,250934.6,2004-06-30
2004,6,30,CGF,9.0,0.9,2004-06-30
2004,6,30,SWS,6.0,215.0,2004-06-30
2004,7,1,GAD,57.0,15087.1,2004-07-01
2004,7,1,MID,7.0,6246.7,2004-07-01
2004,7,1,TAD,24.0,6506.1,2004-07-01
2004,7,1,UYD,45.0,584181.0,2004-07-01
2004,7,1,CRS,8.0,116.1,2004-07-01
2004,7,1,DAS,10.0,35028.8,2004-07-01
2004,7,1,FAS,44.0,225087.2,2004-07-01
2004,7,1,HNS,4.0,1.3,2004-07-01
2004,7,1,KKS,32.0,11.6,2004-07-01
2004,7,1,MSS,72.0,119.0,2004-07-01
2004,7,1,TAS,13.0,280934.6,2004-07-01
2004,7,1,CGF,9.0,0.9,2004-07-01
2004,7,1,SWS,6.0,215.0,2004-07-01
2004,7,2,GAD,57.0,15087.1,2004-07-02
2004,7,2,MID,7.0,6246.7,2004-07-02
2004,7,2,TAD,24.0,25899.1,2004-07-02
2004,7,2,UYD,46.0,590512.0,2004-07-02
2004,7,2,CRS,8.0,116.1,2004-07-02
2004,7,2,DAS,10.0,35028.8,2004-07-02
2004,7,2,FAS,44.0,225087.2,2004-07-02
2004,7,2,HNS,4.0,1.3,2004-07-02
2004,7,2,KKS,32.0,11.6,2004-07-02
2004,7,2,MSS,73.0,119.1,2004-07-02
2004,7,2,TAS,14.0,357357.7,2004-07-02
2004,7,2,CGF,9.0,0.9,2004-07-02
2004,7,2,SWS,6.0,215.0,2004-07-02
2004,7,3,GAD,57.0,15087.1,2004-07-03
2004,7,3,MID,7.0,6246.7,2004-07-03
2004,7,3,TAD,24.0,25899.1,2004-07-03
2004,7,3,UYD,46.0,924752.0,2004-07-03
2004,7,3,CRS,8.0,116.1,2004-07-03
2004,7,3,DAS,11.0,92480.8,2004-07-03
2004,7,3,FAS,46.0,280322.4,2004-07-03
2004,7,3,HNS,4.0,1.3,2004-07-03
2004,7,3,KKS,32.0,11.6,2004-07-03
2004,7,3,MSS,73.0,119.1,2004-07-03
2004,7,3,TAS,14.0,381887.7,2004-07-03
2004,7,3,CGF,9.0,0.9,2004-07-03
2004,7,3,SWS,6.0,535.0,2004-07-03
2004,7,4,GAD,57.0,15597.1,2004-07-04
2004,7,4,MID,7.0,6246.7,2004-07-04
2004,7,4,TAD,24.0,25899.1,2004-07-04
2004,7,4,UYD,48.0,953411.0,2004-07-04
2004,7,4,CRS,8.0,116.1,2004-07-04
2004,7,4,DAS,11.0,92480.8,2004-07-04
2004,7,4,FAS,46.0,306087.4,2004-07-04
2004,7,4,HNS,4.0,1.3,2004-07-04
2004,7,4,KKS,32.0,11.6,2004-07-04
2004,7,4,MSS,74.0,119.2,2004-07-04
2004,7,4,TAS,16.0,440930.9,2004-07-04
2004,7,4,CGF,9.0,0.9,2004-07-04
2004,7,4,SWS,6.0,535.0,2004-07-04
2004,7,5,GAD,57.0,15597.1,2004-07-05
2004,7,5,MID,8.0,6246.8,2004-07-05
2004,7,5,TAD,24.0,82649.1,2004-07-05
2004,7,5,UYD,51.0,1034474.0,2004-07-05
2004,7,5,CRS,8.0,116.1,2004-07-05
2004,7,5,DAS,11.0,92030.8,2004-07-05
2004,7,5,FAS,50.0,308889.8,2004-07-05
2004,7,5,HNS,4.0,1.3,2004-07-05
2004,7,5,KKS,32.0,11.6,2004-07-05
2004,7,5,MSS,76.0,119.4,2004-07-05
2004,7,5,TAS,16.0,490923.3,2004-07-05
2004,7,5,CGF,9.0,0.9,2004-07-05
2004,7,5,SWS,6.0,535.0,2004-07-05
2004,7,6,GAD,57.0,15597.1,2004-07-06
2004,7,6,MID,9.0,6246.9,2004-07-06
2004,7,6,TAD,24.0,82649.1,2004-07-06
2004,7,6,UYD,53.0,1056848.3,2004-07-06
2004,7,6,CRS,8.0,116.1,2004-07-06
2004,7,6,DAS,11.0,115533.8,2004-07-06
2004,7,6,FAS,50.0,313447.8,2004-07-06
2004,7,6,HNS,4.0,1.3,2004-07-06
2004,7,6,KKS,33.0,14.6,2004-07-06
2004,7,6,MSS,77.0,119.4,2004-07-06
2004,7,6,TAS,16.0,491115.3,2004-07-06
2004,7,6,CGF,9.0,0.9,2004-07-06
2004,7,6,SWS,6.0,535.0,2004-07-06
2004,7,7,GAD,57.0,15637.1,2004-07-07
2004,7,7,MID,9.0,6246.9,2004-07-07
2004,7,7,TAD,26.0,84151.1,2004-07-07
2004,7,7,UYD,56.0,1096488.4,2004-07-07
2004,7,7,CRS,9.0,116.2,2004-07-07
2004,7,7,DAS,11.0,115533.8,2004-07-07
2004,7,7,FAS,50.0,313447.8,2004-07-07
2004,7,7,HNS,4.0,1.3,2004-07-07
2004,7,7,KKS,33.0,46.6,2004-07-07
2004,7,7,MSS,77.0,119.4,2004-07-07
2004,7,7,TAS,16.0,491115.3,2004-07-07
2004,7,7,CGF,9.0,0.9,2004-07-07
2004,7,7,SWS,6.0,535.0,2004-07-07
2004,7,8,GAD,57.0,15637.1,2004-07-08
2004,7,8,MID,9.0,6246.9,2004-07-08
2004,7,8,TAD,27.0,84759.4,2004-07-08
2004,7,8,UYD,58.0,1120466.4,2004-07-08
2004,7,8,CRS,9.0,116.2,2004-07-08
2004,7,8,DAS,11.0,131913.8,2004-07-08
2004,7,8,FAS,50.0,316447.8,2004-07-08
2004,7,8,HNS,4.0,1.3,2004-07-08
2004,7,8,KKS,33.0,61.6,2004-07-08
2004,7,8,MSS,81.0,119.9,2004-07-08
2004,7,8,TAS,16.0,508530.3,2004-07-08
2004,7,8,CGF,10.0,1.0,2004-07-08
2004,7,8,SWS,7.0,537.0,2004-07-08
2004,7,9,GAD,58.0,16767.1,2004-07-09
2004,7,9,MID,9.0,11102.9,2004-07-09
2004,7,9,TAD,27.0,84949.4,2004-07-09
2004,7,9,UYD,58.0,1120806.3,2004-07-09
2004,7,9,CRS,9.0,116.2,2004-07-09
2004,7,9,DAS,11.0,132452.8,2004-07-09
2004,7,9,FAS,50.0,336147.8,2004-07-09
2004,7,9,HNS,4.0,1.3,2004-07-09
2004,7,9,KKS,33.0,61.6,2004-07-09
2004,7,9,MSS,82.0,120.0,2004-07-09
2004,7,9,TAS,17.0,537888.8,2004-07-09
2004,7,9,CGF,10.0,1.0,2004-07-09
2004,7,9,SWS,7.0,537.0,2004-07-09
2004,7,10,GAD,58.0,16767.1,2004-07-10
2004,7,10,MID,9.0,11102.9,2004-07-10
2004,7,10,TAD,27.0,142362.4,2004-07-10
2004,7,10,UYD,59.0,1151732.9,2004-07-10
2004,7,10,CRS,10.0,116.3,2004-07-10
2004,7,10,DAS,11.0,132452.8,2004-07-10
2004,7,10,FAS,51.0,338547.9,2004-07-10
2004,7,10,HNS,4.0,1.3,2004-07-10
2004,7,10,KKS,34.0,107.6,2004-07-10
2004,7,10,MSS,84.0,120.2,2004-07-10
2004,7,10,TAS,18.0,563580.9,2004-07-10
2004,7,10,CGF,10.0,1.0,2004-07-10
2004,7,10,SWS,7.0,537.0,2004-07-10
2004,7,11,GAD,58.0,16767.1,2004-07-11
2004,7,11,MID,9.0,11102.9,2004-07-11
2004,7,11,TAD,27.0,144731.4,2004-07-11
2004,7,11,UYD,60.0,1168216.9,2004-07-11
2004,7,11,CRS,11.0,116.4,2004-07-11
2004,7,11,DAS,11.0,132452.8,2004-07-11
2004,7,11,FAS,51.0,340047.9,2004-07-11
2004,7,11,HNS,4.0,1.3,2004-07-11
2004,7,11,KKS,35.0,107.7,2004-07-11
2004,7,11,MSS,86.0,120.4,2004-07-11
2004,7,11,TAS,18.0,568833.9,2004-07-11
2004,7,11,CGF,10.0,1.0,2004-07-11
2004,7,11,SWS,7.0,537.0,2004-07-11
2004,7,12,GAD,58.0,45487.1,2004-07-12
2004,7,12,MID,10.0,11112.4,2004-07-12
2004,7,12,TAD,27.0,193610.4,2004-07-12
2004,7,12,UYD,61.0,1208522.9,2004-07-12
2004,7,12,CRS,11.0,116.4,2004-07-12
2004,7,12,DAS,11.0,133252.8,2004-07-12
2004,7,12,FAS,54.0,340858.3,2004-07-12
2004,7,12,HNS,4.0,1.3,2004-07-12
2004,7,12,KKS,37.0,107.8,2004-07-12
2004,7,12,MSS,87.0,120.5,2004-07-12
2004,7,12,TAS,18.0,652624.9,2004-07-12
2004,7,12,CGF,11.0,1.1,2004-07-12
2004,7,12,SWS,8.0,537.5,2004-07-12
2004,7,13,GAD,58.0,45487.1,2004-07-13
2004,7,13,MID,10.0,11112.4,2004-07-13
2004,7,13,TAD,27.0,193610.4,2004-07-13
2004,7,13,UYD,61.0,1208522.9,2004-07-13
2004,7,13,CRS,11.0,116.4,2004-07-13
2004,7,13,DAS,11.0,133252.8,2004-07-13
2004,7,13,FAS,54.0,340858.3,2004-07-13
2004,7,13,HNS,4.0,1.3,2004-07-13
2004,7,13,KKS,37.0,107.8,2004-07-13
2004,7,13,MSS,87.0,120.5,2004-07-13
2004,7,13,TAS,18.0,652624.9,2004-07-13
2004,7,13,CGF,11.0,1.1,2004-07-13
2004,7,13,SWS,8.0,537.5,2004-07-13
2004,7,14,GAD,58.0,104702.1,2004-07-14
2004,7,14,MID,10.0,11122.5,2004-07-14
2004,7,14,TAD,27.0,277679.4,2004-07-14
2004,7,14,UYD,62.0,1253345.4,2004-07-14
2004,7,14,CRS,11.0,116.4,2004-07-14
2004,7,14,DAS,11.0,133252.8,2004-07-14
2004,7,14,FAS,57.0,366628.5,2004-07-14
2004,7,14,HNS,4.0,1.3,2004-07-14
2004,7,14,KKS,37.0,107.9,2004-07-14
2004,7,14,MSS,92.0,121.7,2004-07-14
2004,7,14,TAS,19.0,744055.9,2004-07-14
2004,7,14,CGF,11.0,1.1,2004-07-14
2004,7,14,SWS,8.0,537.1,2004-07-14
2004,7,15,GAD,58.0,104702.1,2004-07-15
2004,7,15,MID,10.0,11500.5,2004-07-15
2004,7,15,TAD,28.0,293272.5,2004-07-15
2004,7,15,UYD,63.0,1468061.9,2004-07-15
2004,7,15,CRS,11.0,116.4,2004-07-15
2004,7,15,DAS,11.0,133830.8,2004-07-15
2004,7,15,FAS,58.0,380908.7,2004-07-15
2004,7,15,HNS,4.0,1.3,2004-07-15
2004,7,15,KKS,40.0,108.4,2004-07-15
2004,7,15,MSS,92.0,121.7,2004-07-15
2004,7,15,TAS,19.0,744055.9,2004-07-15
2004,7,15,CGF,11.0,1.1,2004-07-15
2004,7,15,SWS,8.0,537.1,2004-07-15
2004,7,16,GAD,64.0,105519.1,2004-07-16
2004,7,16,MID,10.0,11500.5,2004-07-16
2004,7,16,TAD,28.0,293373.5,2004-07-16
2004,7,16,UYD,64.0,1558536.9,2004-07-16
2004,7,16,CRS,11.0,116.4,2004-07-16
2004,7,16,DAS,11.0,133830.8,2004-07-16
2004,7,16,FAS,58.0,380908.7,2004-07-16
2004,7,16,HNS,4.0,1.3,2004-07-16
2004,7,16,KKS,40.0,108.4,2004-07-16
2004,7,16,MSS,94.0,121.9,2004-07-16
2004,7,16,TAS,19.0,752668.9,2004-07-16
2004,7,16,CGF,11.0,1.1,2004-07-16
2004,7,16,SWS,12.0,782.1,2004-07-16
2004,7,17,GAD,72.0,105527.4,2004-07-17
2004,7,17,MID,10.0,11500.5,2004-07-17
2004,7,17,TAD,31.0,298586.5,2004-07-17
2004,7,17,UYD,63.0,1610557.9,2004-07-17
2004,7,17,CRS,15.0,121.5,2004-07-17
2004,7,17,DAS,11.0,135030.8,2004-07-17
2004,7,17,FAS,62.0,416515.8,2004-07-17
2004,7,17,HNS,4.0,1.3,2004-07-17
2004,7,17,KKS,41.0,108.6,2004-07-17
2004,7,17,MSS,97.0,122.2,2004-07-17
2004,7,17,TAS,19.0,784647.9,2004-07-17
2004,7,17,CGF,11.0,1.1,2004-07-17
2004,7,17,SWS,12.0,1747.1,2004-07-17
2004,7,18,GAD,72.0,140855.6,2004-07-18
2004,7,18,MID,11.0,11533.5,2004-07-18
2004,7,18,TAD,31.0,298858.5,2004-07-18
2004,7,18,UYD,64.0,1678295.9,2004-07-18
2004,7,18,CRS,15.0,131.7,2004-07-18
2004,7,18,DAS,11.0,141396.8,2004-07-18
2004,7,18,FAS,67.0,422731.8,2004-07-18
2004,7,18,HNS,4.0,1.3,2004-07-18
2004,7,18,KKS,41.0,108.6,2004-07-18
2004,7,18,MSS,97.0,122.2,2004-07-18
2004,7,18,TAS,19.0,807578.9,2004-07-18
2004,7,18,CGF,11.0,1.1,2004-07-18
2004,7,18,SWS,12.0,1378.1,2004-07-18
2004,7,19,GAD,73.0,140955.6,2004-07-19
2004,7,19,MID,11.0,11535.5,2004-07-19
2004,7,19,TAD,33.0,299168.5,2004-07-19
2004,7,19,UYD,64.0,1678413.9,2004-07-19
2004,7,19,CRS,16.0,131.7,2004-07-19
2004,7,19,DAS,11.0,141396.8,2004-07-19
2004,7,19,FAS,67.0,475961.3,2004-07-19
2004,7,19,HNS,4.0,1.3,2004-07-19
2004,7,19,KKS,41.0,108.6,2004-07-19
2004,7,19,MSS,97.0,122.2,2004-07-19
2004,7,19,TAS,19.0,832681.9,2004-07-19
2004,7,19,CGF,11.0,1.1,2004-07-19
2004,7,19,SWS,12.0,1423.1,2004-07-19
2004,7,20,GAD,73.0,142718.6,2004-07-20
2004,7,20,MID,11.0,11535.5,2004-07-20
2004,7,20,TAD,36.0,422210.5,2004-07-20
2004,7,20,UYD,65.0,1696800.9,2004-07-20
2004,7,20,CRS,17.0,132.2,2004-07-20
2004,7,20,DAS,12.0,141396.8,2004-07-20
2004,7,20,FAS,68.0,486731.9,2004-07-20
2004,7,20,HNS,4.0,1.3,2004-07-20
2004,7,20,KKS,41.0,108.6,2004-07-20
2004,7,20,MSS,97.0,122.2,2004-07-20
2004,7,20,TAS,20.0,832682.0,2004-07-20
2004,7,20,CGF,11.0,1.1,2004-07-20
2004,7,20,SWS,14.0,1468.6,2004-07-20
2004,7,21,GAD,74.0,208768.6,2004-07-21
2004,7,21,MID,11.0,11535.5,2004-07-21
2004,7,21,TAD,37.0,423734.5,2004-07-21
2004,7,21,UYD,65.0,1736782.9,2004-07-21
2004,7,21,CRS,18.0,222.0,2004-07-21
2004,7,21,DAS,12.0,141396.9,2004-07-21
2004,7,21,FAS,69.0,491231.9,2004-07-21
2004,7,21,HNS,4.0,1.3,2004-07-21
2004,7,21,KKS,42.0,108.7,2004-07-21
2004,7,21,MSS,99.0,122.3,2004-07-21
2004,7,21,TAS,21.0,850398.4,2004-07-21
2004,7,21,CGF,11.0,1.1,2004-07-21
2004,7,21,SWS,16.0,1530.2,2004-07-21
2004,7,22,GAD,75.0,214404.6,2004-07-22
2004,7,22,MID,11.0,11535.5,2004-07-22
2004,7,22,TAD,38.0,454791.5,2004-07-22
2004,7,22,UYD,66.0,1753879.9,2004-07-22
2004,7,22,CRS,18.0,222.0,2004-07-22
2004,7,22,DAS,14.0,148391.4,2004-07-22
2004,7,22,FAS,69.0,496499.9,2004-07-22
2004,7,22,HNS,4.0,1.3,2004-07-22
2004,7,22,KKS,43.0,108.8,2004-07-22
2004,7,22,MSS,100.0,122.5,2004-07-22
2004,7,22,TAS,23.0,852978.6,2004-07-22
2004,7,22,CGF,11.0,1.1,2004-07-22
2004,7,22,SWS,17.0,2205.2,2004-07-22
2004,7,23,GAD,76.0,219075.1,2004-07-23
2004,7,23,MID,11.0,11535.5,2004-07-23
2004,7,23,TAD,38.0,455870.5,2004-07-23
2004,7,23,UYD,66.0,1780505.9,2004-07-23
2004,7,23,CRS,19.0,222.1,2004-07-23
2004,7,23,DAS,14.0,148391.4,2004-07-23
2004,7,23,FAS,69.0,496431.9,2004-07-23
2004,7,23,HNS,5.0,1.4,2004-07-23
2004,7,23,KKS,43.0,108.8,2004-07-23
2004,7,23,MSS,100.0,122.5,2004-07-23
2004,7,23,TAS,23.0,856001.6,2004-07-23
2004,7,23,CGF,11.0,1.1,2004-07-23
2004,7,23,SWS,17.0,2636.6,2004-07-23
2004,7,24,GAD,76.0,280274.9,2004-07-24
2004,7,24,MID,11.0,11535.5,2004-07-24
2004,7,24,TAD,38.0,456330.5,2004-07-24
2004,7,24,UYD,66.0,1780505.9,2004-07-24
2004,7,24,CRS,19.0,222.1,2004-07-24
2004,7,24,DAS,14.0,151117.4,2004-07-24
2004,7,24,FAS,69.0,498581.9,2004-07-24
2004,7,24,HNS,5.0,1.4,2004-07-24
2004,7,24,KKS,43.0,108.8,2004-07-24
2004,7,24,MSS,101.0,122.7,2004-07-24
2004,7,24,TAS,23.0,858952.6,2004-07-24
2004,7,24,CGF,11.0,1.1,2004-07-24
2004,7,24,SWS,17.0,2911.6,2004-07-24
2004,7,25,GAD,78.0,292630.2,2004-07-25
2004,7,25,MID,11.0,11535.5,2004-07-25
2004,7,25,TAD,38.0,471330.5,2004-07-25
2004,7,25,UYD,66.0,1799170.9,2004-07-25
2004,7,25,CRS,19.0,222.1,2004-07-25
2004,7,25,DAS,14.0,151117.4,2004-07-25
2004,7,25,FAS,69.0,498581.9,2004-07-25
2004,7,25,KKS,43.0,108.8,2004-07-25
2004,7,25,MSS,101.0,122.7,2004-07-25
2004,7,25,TAS,23.0,866524.6,2004-07-25
2004,7,25,CGF,11.0,1.1,2004-07-25
2004,7,25,SWS,17.0,2911.6,2004-07-25
2004,7,26,GAD,78.0,292630.2,2004-07-26
2004,7,26,MID,11.0,11535.5,2004-07-26
2004,7,26,TAD,38.0,471330.5,2004-07-26
2004,7,26,UYD,66.0,1799170.9,2004-07-26
2004,7,26,CRS,19.0,222.1,2004-07-26
2004,7,26,DAS,14.0,151117.4,2004-07-26
2004,7,26,FAS,69.0,498581.9,2004-07-26
2004,7,26,HNS,5.0,1.4,2004-07-26
2004,7,26,KKS,43.0,108.8,2004-07-26
2004,7,26,MSS,101.0,122.7,2004-07-26
2004,7,26,TAS,23.0,866524.6,2004-07-26
2004,7,26,CGF,11.0,1.1,2004-07-26
2004,7,26,SWS,17.0,2911.6,2004-07-26
2004,7,27,GAD,80.0,351380.2,2004-07-27
2004,7,27,MID,11.0,11535.5,2004-07-27
2004,7,27,TAD,40.0,475492.6,2004-07-27
2004,7,27,UYD,71.0,1953608.4,2004-07-27
2004,7,27,CRS,19.0,222.1,2004-07-27
2004,7,27,DAS,16.0,151117.6,2004-07-27
2004,7,27,FAS,69.0,502801.9,2004-07-27
2004,7,27,HNS,5.0,1.4,2004-07-27
2004,7,27,KKS,43.0,108.8,2004-07-27
2004,7,27,MSS,106.0,123.2,2004-07-27
2004,7,27,TAS,23.0,980797.0,2004-07-27
2004,7,27,CGF,11.0,1.1,2004-07-27
2004,7,27,SWS,17.0,2911.6,2004-07-27
2004,7,28,GAD,80.0,351283.1,2004-07-28
2004,7,28,MID,13.0,11535.7,2004-07-28
2004,7,28,TAD,39.0,489267.5,2004-07-28
2004,7,28,UYD,71.0,1964932.4,2004-07-28
2004,7,28,CRS,19.0,222.1,2004-07-28
2004,7,28,DAS,16.0,151117.6,2004-07-28
2004,7,28,FAS,70.0,502802.0,2004-07-28
2004,7,28,HNS,5.0,1.4,2004-07-28
2004,7,28,KKS,43.0,108.8,2004-07-28
2004,7,28,MSS,106.0,123.2,2004-07-28
2004,7,28,TAS,23.0,980797.0,2004-07-28
2004,7,28,CGF,11.0,1.1,2004-07-28
2004,7,28,SWS,17.0,3161.6,2004-07-28
2004,7,29,GAD,80.0,351295.7,2004-07-29
2004,7,29,MID,13.0,11535.7,2004-07-29
2004,7,29,TAD,39.0,506061.5,2004-07-29
2004,7,29,UYD,71.0,1969260.4,2004-07-29
2004,7,29,CRS,19.0,222.1,2004-07-29
2004,7,29,DAS,16.0,151117.6,2004-07-29
2004,7,29,FAS,70.0,508089.0,2004-07-29
2004,7,29,HNS,5.0,1.4,2004-07-29
2004,7,29,KKS,43.0,108.8,2004-07-29
2004,7,29,MSS,106.0,123.2,2004-07-29
2004,7,29,TAS,23.0,980797.0,2004-07-29
2004,7,29,CGF,11.0,1.1,2004-07-29
2004,7,29,TNF,4.0,1.9,2004-07-29
2004,7,29,SWS,17.0,3261.6,2004-07-29
2004,7,30,GAD,80.0,352940.7,2004-07-30
2004,7,30,MID,13.0,11535.7,2004-07-30
2004,7,30,TAD,40.0,506061.6,2004-07-30
2004,7,30,UYD,71.0,1969260.4,2004-07-30
2004,7,30,CRS,19.0,222.1,2004-07-30
2004,7,30,DAS,16.0,151117.6,2004-07-30
2004,7,30,FAS,70.0,508089.0,2004-07-30
2004,7,30,HNS,4.0,1.4,2004-07-30
2004,7,30,KKS,43.0,108.8,2004-07-30
2004,7,30,MSS,106.0,123.2,2004-07-30
2004,7,30,TAS,23.0,980797.0,2004-07-30
2004,7,30,CGF,11.0,1.1,2004-07-30
2004,7,30,TNF,4.0,1.9,2004-07-30
2004,7,30,SWS,17.0,3261.6,2004-07-30
2004,7,31,GAD,80.0,353040.7,2004-07-31
2004,7,31,MID,13.0,11535.7,2004-07-31
2004,7,31,TAD,40.0,506061.6,2004-07-31
2004,7,31,UYD,71.0,1969260.4,2004-07-31
2004,7,31,CRS,19.0,222.1,2004-07-31
2004,7,31,DAS,16.0,151131.6,2004-07-31
2004,7,31,FAS,70.0,508089.0,2004-07-31
2004,7,31,HNS,5.0,1.4,2004-07-31
2004,7,31,KKS,43.0,108.8,2004-07-31
2004,7,31,MSS,106.0,123.2,2004-07-31
2004,7,31,TAS,23.0,980797.6,2004-07-31
2004,7,31,CGF,11.0,1.1,2004-07-31
2004,7,31,TNF,4.0,1.9,2004-07-31
2004,7,31,SWS,17.0,3271.6,2004-07-31
2004,8,1,GAD,80.0,353040.7,2004-08-01
2004,8,1,MID,13.0,11535.7,2004-08-01
2004,8,1,TAD,40.0,506061.6,2004-08-01
2004,8,1,UYD,71.0,1969920.3,2004-08-01
2004,8,1,CRS,19.0,222.1,2004-08-01
2004,8,1,DAS,16.0,151131.6,2004-08-01
2004,8,1,FAS,70.0,508089.0,2004-08-01
2004,8,1,HNS,5.0,1.4,2004-08-01
2004,8,1,KKS,43.0,108.8,2004-08-01
2004,8,1,MSS,106.0,123.2,2004-08-01
